element,web_name,name,position,team,team_name,team_short,gw,event,fixture,kickoff_time,opponent_team,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,defensive_contribution,element_type,in_dreamteam,recoveries,starts,tackles
525,Wood,Chris Wood,FWD,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,78,13,2,0,0,1,0,0,0,0,0,0,3,58,66.2,4.3,54.0,12.5,0.95,0.01,0.96,1.5,0,2,4,True,2,1,0
526,Igor Jesus,Igor Jesus Maciel da Cruz,FWD,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,1.5,2.0,0.5,0.0,0.0,0.0,0.0,1,1,4,False,0,0,0
527,Awoniyi,Taiwo Awoniyi,FWD,16,Nott'm Forest,,1,1,4,2025-08-17T13:00:00Z,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
528,Patterson,Anthony Patterson,GK,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
529,Moore,Simon Moore,GK,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
530,Nna Noukeu,Blondy Nna Noukeu,GK,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
531,Ballard,Daniel Ballard,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,17,1,0,1,0,0,0,0,0,0,0,3,53,69.6,0.5,64.0,13.4,0.18,0.01,0.19,0.56,13,14,2,True,4,1,1
532,Hume,Trai Hume,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,6,0,0,1,0,0,0,0,0,0,0,0,27,15.2,15.8,2.0,3.3,0.0,0.09,0.09,0.56,4,6,2,False,3,1,2
533,Alese,Aji Alese,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
534,Anderson,Joe Anderson,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
535,Cirkin,Dennis Cirkin,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
536,Hjelde,Leo Fuhr Hjelde,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
537,Huggins,Niall Huggins,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
538,Johnson,Zak Johnson,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
539,O'Nien,Luke O'Nien,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
540,Pembele,Timothée Pembélé,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
541,Reinildo,Reinildo Mandava,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,6,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,0.0,0.0,0.0,0.56,6,8,2,False,3,1,2
542,Seelt,Jenson Seelt,DEF,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,52,1,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,0.0,0.0,0.0,0.33,4,6,2,False,4,1,2
543,Adingra,Simon Adingra,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,75,6,0,1,1,0,0,0,0,0,0,0,0,8,0.0,14.5,6.0,2.0,0.14,0.02,0.16,0.33,0,3,3,False,2,1,1
544,Diarra,Habib Diarra,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,3,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,0.23,0.01,0.24,0.56,2,6,3,False,3,1,1
545,Roberts,Patrick Roberts,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
546,Aleksić,Milan Aleksić,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
547,E.Le Fée,Enzo Le Fée,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0.0,0.0,0.0,0.23,2,4,3,False,2,0,0
548,Mundle,Romaine Mundle,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
549,Neil,Dan Neil,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
550,Poveda,Ian Poveda-Ocampo,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
551,Rigg,Chris Rigg,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0,0,3,False,0,0,0
552,Sadiki,Noah Sadiki,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,3,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,0.0,0.01,0.01,0.56,5,9,3,False,2,1,2
553,Talbi,Chemsdine Talbi,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,90,6,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0.0,0.01,0.01,0.53,0,2,3,False,1,1,1
554,Ba,Abdoullah Ba,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
555,Browne,Alan Browne,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
556,Ekwah,Pierre Ekwah Elimby,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
557,H.Jones,Harrison Jones,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
558,Matete,Jay Matete,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
559,Triantis,Nectarios Triantis,MID,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
560,Isidor,Wilson Isidor,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,14,5,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,0.04,0.0,0.04,0.23,1,2,4,False,1,0,0
561,Mayenda,Eliezer Mayenda Dossou,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,75,8,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0.09,0.0,0.09,0.33,0,0,4,False,0,1,0
562,Abdullahi,Ahmed Abdullahi,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
563,Luís Hemir,Luís Hemir Silva Semedo,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
564,Rusyn,Nazarii Rusyn,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
565,Vicario,Guglielmo Vicario,GK,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,9,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.94,1,0,1,False,7,1,0
566,Austin,Brandon Austin,GK,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
567,Kinsky,Antonín Kinský,GK,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
568,Pedro Porro,Pedro Porro Sauceda,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.2,42.8,1.0,6.5,0.02,0.26,0.28,0.94,2,4,2,False,4,1,2
569,Romero,Cristian Romero,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,6,0,0,1,0,0,0,0,0,0,0,0,22,18.0,1.4,6.0,2.5,0.0,0.02,0.02,0.94,5,5,2,False,3,1,0
570,Danso,Kevin Danso,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
571,Davies,Ben Davies,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
572,Dragusin,Radu Drăgușin,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
573,Spence,Djed Spence,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,6,0,0,1,0,0,0,0,0,0,0,0,26,10.0,5.8,22.0,3.8,0.18,0.07,0.25,0.94,3,3,2,False,2,1,0
574,Udogie,Destiny Udogie,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
575,Van de Ven,Micky van de Ven,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,6,0,0,1,0,0,0,0,0,0,0,0,27,11.6,1.0,14.0,2.7,0.59,0.01,0.6,0.94,5,6,2,False,4,1,1
576,Phillips,Ashley Phillips,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
577,Takai,Takai Kōta,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
578,Vuskovic,Luka Vušković,DEF,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
579,Son,Son Heung-min,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
580,Johnson,Brennan Johnson,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,79,8,1,0,1,0,0,0,0,0,0,0,0,30,40.4,27.1,20.0,8.8,0.5,0.06,0.56,0.94,1,3,3,False,1,1,1
581,Maddison,James Maddison,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
582,Kudus,Mohammed Kudus,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,84,10,0,2,1,0,0,0,0,0,0,0,1,35,45.4,74.0,11.0,13.0,0.06,0.58,0.64,0.94,0,4,3,True,3,1,1
583,Kulusevski,Dejan Kulusevski,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
584,Tel,Mathys Tel,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
585,Bentancur,Rodrigo Bentancur,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,19,1,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.8,0.0,0.6,0.0,0.0,0.0,0.04,1,3,3,False,1,0,1
586,Bergvall,Lucas Bergvall,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,79,3,0,0,1,0,0,0,0,0,0,0,0,13,10.4,3.3,33.0,4.7,0.12,0.01,0.13,0.94,1,4,3,False,1,1,2
587,Bissouma,Yves Bissouma,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
588,Odobert,Wilson Odobert,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,10,1,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.5,0.0,1.3,0.0,0.01,0.01,0.0,0,1,3,False,1,0,0
589,Solomon,Manor Solomon,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
590,Bryan,Bryan Gil Salvatierra,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
591,Gray,Archie Gray,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,70,3,0,0,1,0,0,0,0,0,0,0,0,13,3.6,3.0,2.0,0.9,0.0,0.05,0.05,0.89,2,8,3,False,5,1,1
592,Moore,Mikey Moore,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
593,P.M.Sarr,Pape Matar Sarr,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,90,6,0,1,1,0,0,0,0,0,0,0,0,29,33.2,18.7,2.0,5.4,0.0,0.22,0.22,0.94,4,10,3,False,4,1,2
594,Min-hyeok,Yang Min-hyeok,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
595,Olusesi,Callum Olusesi,MID,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
596,Solanke,Dominic Solanke-Mitchell,FWD,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,19,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,6.0,0.8,0.08,0.0,0.08,0.04,1,2,4,False,0,0,1
597,Richarlison,Richarlison de Andrade,FWD,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,71,13,2,0,1,0,0,0,0,0,0,0,3,61,73.6,0.5,80.0,15.4,0.78,0.01,0.79,0.89,3,5,4,True,2,1,0
598,Lankshear,Will Lankshear,FWD,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
599,Scarlett,Dane Scarlett,FWD,18,Spurs,,1,1,6,2025-08-16T14:00:00Z,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
600,Areola,Alphonse Areola,GK,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
601,Foderingham,Wes Foderingham,GK,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
602,Hegyi,Krisztián Hegyi,GK,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
603,Diouf,El Hadji Malick Diouf,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,1,0,0,0,3,0,0,0,0,0,0,0,4,10.8,30.7,10.0,5.2,0.16,0.07,0.23,0.68,3,3,2,False,3,1,0
604,Emerson,Emerson Palmieri dos Santos,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
605,Kilman,Maximilian Kilman,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,0,0,0,0,3,0,0,0,1,0,0,0,4,27.2,16.2,0.0,4.3,0.0,0.03,0.03,0.68,6,9,2,False,2,1,3
606,Mavropanos,Konstantinos Mavropanos,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
607,N.Aguerd,Nayef Aguerd,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,1,0,0,0,3,0,0,0,0,0,0,0,1,14.6,3.0,0.0,1.8,0.0,0.02,0.02,0.68,2,2,2,False,4,1,0
608,Scarles,Ollie Scarles,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
609,Todibo,Jean-Clair Todibo,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,81,1,0,0,0,2,0,0,0,0,0,0,0,9,19.8,3.1,0.0,2.3,0.0,0.01,0.01,0.64,5,8,2,False,2,1,3
610,Wan-Bissaka,Aaron Wan-Bissaka,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,1,0,0,0,3,0,0,0,0,0,0,0,9,17.8,24.7,8.0,5.1,0.0,0.07,0.07,0.68,2,3,2,False,6,1,1
611,Casey,Kaelan Casey,DEF,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
612,L.Paquetá,Lucas Tolentino Coelho de Lima,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,2,0,0,0,3,0,0,0,0,0,0,0,11,5.8,14.2,4.0,2.4,0.0,0.08,0.08,0.68,0,6,3,False,5,1,1
613,Souček,Tomáš Souček,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,19,1,0,0,0,2,0,0,0,0,0,0,0,4,4.2,1.3,19.0,2.5,0.07,0.0,0.07,0.08,1,1,3,False,0,0,0
614,Ward-Prowse,James Ward-Prowse,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,70,2,0,0,0,1,0,0,0,0,0,0,0,13,5.8,15.2,2.0,2.3,0.0,0.02,0.02,0.6,0,3,3,False,2,1,1
615,Summerville,Crysencio Summerville,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
616,Álvarez,Edson Álvarez Velázquez,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
617,Cornet,Maxwel Cornet,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
618,G.Rodriguez,Guido Rodríguez,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,70,2,0,0,0,1,0,0,0,0,0,0,0,11,2.2,2.3,2.0,0.7,0.03,0.03,0.06,0.6,0,4,3,False,4,1,0
619,L.Guilherme,Luis Guilherme Lira dos Santos,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
620,Earthy,George Earthy,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
621,Irving,Andy Irving,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,8,1,0,0,0,1,0,0,0,0,0,0,0,6,4.4,14.8,0.0,1.9,0.0,0.06,0.06,0.04,0,2,3,False,1,0,1
622,Orford,Lewis Orford,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
623,Potts,Freddie Potts,MID,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
624,Bowen,Jarrod Bowen,FWD,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,2,0,0,0,3,0,0,0,0,0,0,0,13,10.6,4.3,34.0,4.9,0.15,0.05,0.2,0.68,0,8,4,False,6,1,2
625,Füllkrug,Niclas Füllkrug,FWD,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,90,2,0,0,0,3,0,0,0,0,0,0,0,-1,0.8,14.5,34.0,4.9,0.14,0.08,0.22,0.68,0,0,4,False,0,1,0
626,Marshall,Callum Marshall,FWD,19,West Ham,,1,1,5,2025-08-16T14:00:00Z,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
627,Johnstone,Sam Johnstone,GK,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
628,José Sá,José Malheiro de Sá,GK,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,90,0,0,0,0,4,0,0,0,0,0,0,0,-8,3.6,0.0,0.0,0.4,0.0,0.0,0.0,2.47,1,0,1,False,6,1,0
629,Bentley,Daniel Bentley,GK,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
630,King,Tom King,GK,9,Everton,,1,1,7,2025-08-16T16:30:00Z,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
631,Agbadou,Emmanuel Agbadou,DEF,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,90,0,0,0,0,4,0,0,0,0,0,0,0,-7,11.8,0.3,1.0,1.3,0.02,0.01,0.03,2.47,5,7,2,False,2,1,2
632,Doherty,Matt Doherty,DEF,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,90,-1,0,0,0,4,0,0,0,1,0,0,0,-1,9.8,5.9,0.0,1.6,0.0,0.01,0.01,2.47,2,5,2,False,6,1,3
633,H.Bueno,Hugo Bueno López,DEF,20,Wolves,,1,1,7,2025-08-16T16:30:00Z,13,18,1,0,0,0,1,0,0,0,0,0,0,0,0,4.4,11.1,6.0,2.2,0.0,0.01,0.01,0.24,1,1,2,False,2,0,0
