element,web_name,name,position,team,team_name,team_short,gw,event,fixture,kickoff_time,opponent_team,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,clearances_blocks_interceptions,defensive_contribution,element_type,in_dreamteam,recoveries,starts,tackles
200,Anthony,Jaidon Anthony,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,84,2,0,0,0,3,0,0,0,0,0,0,0,9,7.0,26.2,32.0,6.5,0.44,0.36,0.8,2.32,0,4,3,False,4,1,0
201,Benson,Manuel Benson Hedilazio,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
202,Bruun Larsen,Jacob Bruun Larsen,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,27,1,0,0,0,1,0,0,0,0,0,0,0,2,3.6,0.7,8.0,1.2,0.0,0.01,0.01,0.91,1,2,3,False,1,0,0
203,Boateng,Enock Agyei,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
204,Churlinov,Darko Churlinov,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
205,Cullen,Josh Cullen,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,90,4,0,0,0,3,0,0,0,0,0,0,0,21,23.8,59.4,0.0,8.3,0.0,0.28,0.28,2.32,5,12,3,False,4,1,3
206,Edwards,Marcus Edwards,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
207,Hannibal,Hannibal Mejbri,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,62,2,0,0,0,2,0,0,0,0,0,0,0,8,0.0,1.7,5.0,0.6,0.03,0.01,0.04,1.41,0,1,3,False,1,1,0
208,Koleosho,Luca Koleosho,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
209,Laurent,Josh Laurent,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,62,2,0,0,0,2,0,0,0,0,0,0,0,11,10.6,11.2,20.0,4.2,0.11,0.13,0.24,1.41,2,6,3,False,3,1,1
210,Tchaouna,Loum Tchaouna,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,16,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.8,0.0,0.4,0.0,0.01,0.01,0.23,0,2,3,False,1,0,1
211,A.Ramsey,Aaron Ramsey,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
212,Adewumi,Oluwaseun Adewumi,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
213,Banel,Jaydon Banel,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
214,Trésor,Mike Trésor Ndayishimiye,MID,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
215,Flemming,Zian Flemming,FWD,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0,0,4,False,0,0,0
216,Amdouni,Zeki Amdouni,FWD,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
217,Foster,Lyle Foster,FWD,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,73,2,0,0,0,3,0,0,0,0,0,0,0,6,4.8,22.7,10.0,3.8,0.22,0.04,0.26,2.09,2,3,4,False,1,1,0
218,Barnes,Ashley Barnes,FWD,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
219,Obafemi,Michael Obafemi,FWD,3,Burnley,,1,1,6,2025-08-16T14:00:00Z,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
220,Sánchez,Robert Lynch Sánchez,GK,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,8,0,0,1,0,0,0,0,0,0,4,1,31,24.4,0.0,0.0,2.4,0.0,0.0,0.0,0.66,1,0,1,False,8,1,0
221,Jörgensen,Filip Jörgensen,GK,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
222,Penders,Mike Penders,GK,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
223,Slonina,Gabriel Słonina,GK,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
224,Cucurella,Marc Cucurella Saseta,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,8,0,0,1,0,0,0,0,0,0,0,2,34,11.6,15.8,13.0,4.0,0.11,0.1,0.21,0.66,2,4,2,False,4,1,2
225,James,Reece James,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,78,5,0,0,1,0,0,0,0,1,0,0,0,29,17.0,46.6,0.0,6.4,0.0,0.19,0.19,0.61,6,7,2,False,6,1,1
226,Chalobah,Trevoh Chalobah,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,6,0,0,1,0,0,0,0,0,0,0,0,25,21.4,4.9,4.0,3.0,0.09,0.03,0.12,0.66,9,9,2,False,3,1,0
227,Colwill,Levi Samuels Colwill,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
228,Gusto,Malo Gusto,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.3,1.0,0.2,0.02,0.0,0.02,0.05,0,0,2,False,0,0,0
229,B.Badiashile,Benoît Badiashile Mukinayi,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
230,Fofana,Wesley Fofana,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
231,M.Sarr,Mamadou Sarr,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
232,Tosin,Tosin Adarabioyo,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
233,Acheampong,Josh Acheampong,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,9,0,0,1,0,0,0,0,0,0,0,3,35,16.2,2.3,10.0,2.9,0.09,0.01,0.1,0.66,6,8,2,False,4,1,2
234,Anselmino,Aarón Anselmino,DEF,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
235,Palmer,Cole Palmer,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,3,0,0,1,0,0,0,0,0,0,0,0,10,4.8,16.9,23.0,4.5,0.17,0.03,0.2,0.66,0,5,3,False,4,1,1
236,Neto,Pedro Lomba Neto,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,3,0,0,1,0,0,0,0,0,0,0,0,18,13.8,37.7,10.0,6.2,0.03,0.36,0.39,0.66,1,6,3,False,4,1,1
237,Enzo,Enzo Fernández,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,78,3,0,0,1,0,0,0,0,0,0,0,0,11,3.6,16.5,2.0,2.2,0.0,0.1,0.1,0.61,0,0,3,False,0,1,0
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,36,0,0,0,0,0,0,0,0,1,0,0,0,-3,1.2,4.9,8.0,1.4,0.34,0.37,0.71,0.07,1,3,3,False,2,0,0
239,Gittens,Jamie Bynoe-Gittens,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,53,1,0,0,0,0,0,0,0,0,0,0,0,2,7.2,22.8,8.0,3.8,0.07,0.07,0.14,0.59,1,3,3,False,1,1,1
240,Nkunku,Christopher Nkunku,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
241,Caicedo,Moisés Caicedo Corozo,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,90,5,0,0,1,0,0,0,0,0,0,0,0,18,31.2,3.9,2.0,3.7,0.04,0.04,0.08,0.66,6,12,3,False,1,1,5
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,15,12.6,27.4,2.0,4.2,0.0,0.24,0.24,2.07,2,6,3,False,2,1,2
243,George,Tyrique George,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
244,Lavia,Roméo Lavia,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
245,Mudryk,Mykhailo Mudryk,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
246,Andrey Santos,Andrey Nascimento dos Santos,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.3,21.0,2.2,0.31,0.0,0.31,0.05,0,0,3,False,0,0,0
247,D.Essugo,Dário Luís Essugo,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
248,Paez,Kendry Páez Andrade,MID,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
249,João Pedro,João Pedro Junqueira de Jesus,FWD,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,72,2,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.1,16.0,1.9,0.28,0.02,0.3,0.6,0,1,4,False,1,1,0
250,Delap,Liam Delap,FWD,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,17,1,0,0,0,0,0,0,0,0,0,0,0,4,5.4,1.3,19.0,2.6,0.05,0.01,0.06,0.05,1,2,4,False,1,0,0
251,N.Jackson,Nicolas Jackson,FWD,7,Chelsea,,1,1,8,2025-08-17T13:00:00Z,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
252,Marc Guiu,Marc Guiu Paz,FWD,17,Sunderland,,1,1,5,2025-08-16T14:00:00Z,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
253,Henderson,Dean Henderson,GK,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,6,0,0,1,0,0,0,0,0,0,2,0,27,22.4,10.0,0.0,3.2,0.0,0.0,0.0,1.6,2,0,1,False,5,1,0
254,Benitez,Walter Benítez,GK,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
255,Matthews,Remi Matthews,GK,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
256,Muñoz,Daniel Muñoz Mejía,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,5,0,0,1,0,0,0,0,1,0,0,0,17,10.0,0.4,6.0,1.6,0.05,0.0,0.05,1.6,6,8,2,False,2,1,2
257,Lacroix,Maxence Lacroix,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,8,0,0,1,0,0,0,0,0,0,0,0,25,30.8,0.1,0.0,3.1,0.0,0.0,0.0,1.6,13,16,2,False,2,1,3
258,Mitchell,Tyrick Mitchell,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,9,0,0,1,0,0,0,0,0,0,0,1,31,26.0,0.3,0.0,2.6,0.0,0.0,0.0,1.6,6,11,2,False,5,1,5
259,Sosa,Borna Sosa,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
260,Guéhi,Marc Guéhi,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,6,0,0,1,0,0,0,0,0,0,0,0,22,13.8,10.0,2.0,2.6,0.0,0.0,0.0,1.6,5,6,2,False,1,1,1
261,Richards,Chris Richards,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,6,0,0,1,0,0,0,0,0,0,0,0,24,21.8,0.0,4.0,2.6,0.08,0.01,0.09,1.6,6,8,2,False,0,1,2
262,Chadi Riad,Chadi Riad Dnanou,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
263,Clyne,Nathaniel Clyne,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
264,Holding,Rob Holding,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
265,Kporha,Caleb Kporha,DEF,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
266,Eze,Eberechi Eze,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,83,3,0,0,1,0,0,0,0,0,0,0,0,10,7.2,2.6,26.0,3.6,0.24,0.0,0.24,1.22,1,7,3,False,5,1,1
267,Sarr,Ismaïla Sarr,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,3,0,0,1,0,0,0,0,0,0,0,0,16,10.0,15.5,0.0,2.6,0.0,0.01,0.01,1.6,4,7,3,False,3,1,0
268,Doucouré,Cheick Doucouré,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
269,Esse,Romain Esse,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
270,Hughes,Will Hughes,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,69,2,0,0,1,0,0,0,0,1,0,0,0,7,14.4,0.1,0.0,1.5,0.0,0.0,0.0,1.22,6,9,3,False,3,1,0
271,Kamada,Daichi Kamada,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
272,Lerma,Jefferson Lerma Solís,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,20,1,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.0,2.0,0.4,0.0,0.0,0.0,0.38,1,3,3,False,2,0,0
273,Wharton,Adam Wharton,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,3,0,0,1,0,0,0,0,0,0,0,0,14,14.6,22.3,0.0,3.7,0.0,0.05,0.05,1.6,2,6,3,False,4,1,0
274,Agbinone,Asher Agbinone,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
275,Ahamada,Naouirou Ahamada,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
276,Devenny,Justin Devenny,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,6,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,2.0,0.5,0.0,0.0,0.0,0.38,1,2,3,False,0,0,1
277,Ebiowei,Malcolm Ebiowei,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
279,M.França,Matheus França de Oliveira,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
280,Ozoh,David Ozoh,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
281,Rodney,Kaden Rodney,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
282,Umeh,Franco Umeh-Chibueze,MID,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
283,Mateta,Jean-Philippe Mateta,FWD,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,90,1,0,0,1,0,0,0,0,1,0,0,0,7,16.0,0.8,26.0,4.3,0.29,0.0,0.29,1.6,5,9,4,False,3,1,1
284,Nketiah,Eddie Nketiah,FWD,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
285,Édouard,Odsonne Édouard,FWD,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
286,Marsh,Zach Marsh,FWD,8,Crystal Palace,,1,1,8,2025-08-17T13:00:00Z,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,False,0,0,0
287,Pickford,Jordan Pickford,GK,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,2,0,12,21.2,0.0,0.0,2.1,0.0,0.0,0.0,2.07,3,0,1,False,8,1,0
288,Travers,Mark Travers,GK,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
289,Tyrer,Harry Tyrer,GK,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,False,0,0,0
290,Branthwaite,Jarrad Branthwaite,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
291,Tarkowski,James Tarkowski,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,4,0,0,0,1,0,0,0,0,0,0,0,7,31.0,2.1,7.0,4.0,0.2,0.01,0.21,2.07,13,15,2,False,3,1,2
292,Mykolenko,Vitalii Mykolenko,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
293,O'Brien,Jake O'Brien,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,0,4.2,1.0,7.0,1.2,0.17,0.01,0.18,2.07,2,4,2,False,5,1,2
294,Coleman,Séamus Coleman,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
295,Keane,Michael Keane,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,10,19.8,0.4,4.0,2.4,0.0,0.0,0.0,2.07,7,7,2,False,4,1,0
296,Patterson,Nathan Patterson,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
297,Dixon,Roman Dixon,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
298,Welch,Reece Welch,DEF,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,False,0,0,0
299,Ndiaye,Iliman Ndiaye,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,11,12.6,12.1,2.0,2.7,0.0,0.02,0.02,2.07,1,9,3,False,6,1,2
300,McNeil,Dwight McNeil,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
301,Alcaraz,Carlos Alcaraz Durán,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,85,1,0,0,0,1,0,0,0,1,0,0,0,8,7.6,2.4,21.0,3.1,0.03,0.01,0.04,1.87,1,6,3,False,4,1,1
302,Gana,Idrissa Gana Gueye,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,12,7.2,19.6,3.0,3.0,0.06,0.12,0.18,2.07,0,5,3,False,4,1,1
303,Garner,James Garner,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,90,2,0,0,0,1,0,0,0,0,0,0,0,16,16.4,3.2,2.0,2.2,0.03,0.01,0.04,2.07,4,9,3,False,3,1,2
304,Iroegbunam,Tim Iroegbunam,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,70,2,0,0,1,0,0,0,0,1,0,0,0,5,12.0,1.1,0.0,1.3,0.0,0.0,0.0,0.93,3,9,3,False,3,1,3
305,Armstrong,Harrison Armstrong,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
306,Bates,Callum Bates,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
307,Ebere,Coby Ebere,MID,9,Everton,,1,1,10,2025-08-18T19:00:00Z,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,False,0,0,0
