id,web_name,first_name,second_name,position,team_name,team_short,price_m,delta_price_this_gw,delta_price_since_start,transfers_in_between_gws_current,transfers_out_between_gws_current,transfers_in,transfers_out,selected_by_percent,status,chance_of_playing_next_round,chance_of_playing_this_round,current_gw,current_gw_deadline_utc,last_updated_utc,team,element_type,now_cost,cost_change_event,cost_change_start
11,White,Benjamin,White,DEF,Arsenal,ARS,5.5,0.0,0.0,17144,6497,17144,6497,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,55,0,0
12,Zinchenko,Oleksandr,Zinchenko,DEF,Arsenal,ARS,5.0,0.0,0.0,2770,5779,2770,5779,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,50,0,0
13,Clarke,Brayden,Clarke,DEF,Arsenal,ARS,4.0,0.0,0.0,5500,6725,5500,6725,0.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,40,0,0
14,Kacurri,Maldini,Kacurri,DEF,Arsenal,ARS,4.0,0.0,0.0,1289,2275,1289,2275,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,40,0,0
15,Nichols,Josh,Nichols,DEF,Arsenal,ARS,4.0,0.0,0.0,981,1937,981,1937,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,40,0,0
16,Saka,Bukayo,Saka,MID,Arsenal,ARS,10.0,0.0,0.0,106938,89448,106938,89448,17.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,100,0,0
17,Ødegaard,Martin,Ødegaard,MID,Arsenal,ARS,8.0,0.0,0.0,38113,28688,38113,28688,3.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,80,0,0
18,Madueke,Noni,Madueke,MID,Arsenal,ARS,7.0,0.0,0.0,3012,16151,3012,16151,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,70,0,0
19,Martinelli,Gabriel,Martinelli Silva,MID,Arsenal,ARS,7.0,0.0,0.0,7765,15495,7765,15495,1.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,70,0,0
20,Trossard,Leandro,Trossard,MID,Arsenal,ARS,7.0,0.0,0.0,680,6161,680,6161,0.3,a,100.0,75.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,70,0,0
21,Rice,Declan,Rice,MID,Arsenal,ARS,6.5,0.0,0.0,71842,56828,71842,56828,8.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,65,0,0
22,Merino,Mikel,Merino Zazón,MID,Arsenal,ARS,6.0,0.0,0.0,4006,14388,4006,14388,0.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,60,0,0
23,Fábio Vieira,Fábio,Ferreira Vieira,MID,Arsenal,ARS,5.5,0.0,0.0,423,851,423,851,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,55,0,0
24,Nørgaard,Christian,Nørgaard,MID,Arsenal,ARS,5.5,0.0,0.0,1108,16017,1108,16017,0.5,d,75.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,55,0,0
25,Nwaneri,Ethan,Nwaneri,MID,Arsenal,ARS,5.5,0.0,0.0,1523,6104,1523,6104,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,55,0,0
26,Zubimendi,Martín,Zubimendi Ibáñez,MID,Arsenal,ARS,5.5,0.0,0.0,29569,27656,29569,27656,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,55,0,0
27,Nelson,Reiss,Nelson,MID,Arsenal,ARS,5.0,0.0,0.0,1349,2512,1349,2512,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,50,0,0
28,Kabia,Ismeal,Kabia,MID,Arsenal,ARS,4.5,0.0,0.0,3322,4574,3322,4574,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,45,0,0
29,Sambi,Albert,Sambi Lokonga,MID,Arsenal,ARS,4.5,0.0,0.0,1435,2097,1435,2097,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,3,45,0,0
30,Havertz,Kai,Havertz,FWD,Arsenal,ARS,7.5,0.0,0.0,7858,31061,7858,31061,1.1,d,25.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,4,75,0,0
31,G.Jesus,Gabriel,Fernando de Jesus,FWD,Arsenal,ARS,6.5,0.0,0.0,212,927,212,927,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,4,65,0,0
662,Mosquera,Cristhian,Mosquera,DEF,Arsenal,ARS,5.5,0.0,0.0,363,1883,363,1883,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,2,55,0,0
666,Gyökeres,Viktor,Gyökeres,FWD,Arsenal,ARS,9.0,0.0,0.0,155232,228861,155232,228861,24.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,1,4,90,0,0
32,Martinez,Emiliano,Martínez Romero,GK,Aston Villa,AVL,5.0,0.0,0.0,18174,6250,18174,6250,1.1,a,100.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,1,50,0,0
33,M.Bizot,Marco,Bizot,GK,Aston Villa,AVL,4.5,0.0,0.0,42572,11651,42572,11651,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,1,45,0,0
34,Gauci,Joe,Gauci,GK,Aston Villa,AVL,4.0,0.0,0.0,0,3578,0,3578,0.2,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,1,40,0,0
35,Marschall,Filip,Marschall,GK,Aston Villa,AVL,4.0,0.0,0.0,0,302,0,302,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,1,40,0,0
36,Cash,Matty,Cash,DEF,Aston Villa,AVL,4.5,0.0,0.0,212910,32067,212910,32067,4.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
37,Digne,Lucas,Digne,DEF,Aston Villa,AVL,4.5,0.0,0.0,42316,11229,42316,11229,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
38,Konsa,Ezri,Konsa Ngoyo,DEF,Aston Villa,AVL,4.5,0.0,0.0,18311,438524,18311,438524,17.0,s,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
39,Maatsen,Ian,Maatsen,DEF,Aston Villa,AVL,4.5,0.0,0.0,3181,12692,3181,12692,0.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
40,Mings,Tyrone,Mings,DEF,Aston Villa,AVL,4.5,0.0,0.0,36441,7777,36441,7777,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
41,Pau,Pau,Torres,DEF,Aston Villa,AVL,4.5,0.0,0.0,3065,6432,3065,6432,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,45,0,0
42,A.García,Andrés,García,DEF,Aston Villa,AVL,4.0,0.0,0.0,404,4686,404,4686,0.3,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,40,0,0
43,Alex Moreno,Álex,Moreno Lopera,DEF,Aston Villa,AVL,4.0,0.0,0.0,28166,73417,28166,73417,9.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,40,0,0
44,Bogarde,Lamare,Bogarde,DEF,Aston Villa,AVL,4.0,0.0,0.0,1570,2732,1570,2732,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,40,0,0
45,Sousa,Lino,da Cruz Sousa,DEF,Aston Villa,AVL,4.0,0.0,0.0,1840,2833,1840,2833,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,40,0,0
46,Yasin,Yasin,Özcan,DEF,Aston Villa,AVL,4.0,0.0,0.0,1031,2003,1031,2003,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,2,40,0,0
47,Rogers,Morgan,Rogers,MID,Aston Villa,AVL,7.0,0.0,0.0,78466,101043,78466,101043,9.7,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,70,0,0
48,Tielemans,Youri,Tielemans,MID,Aston Villa,AVL,6.0,0.0,0.0,15062,29534,15062,29534,2.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,60,0,0
49,Bailey,Leon,Bailey,MID,Aston Villa,AVL,5.5,0.0,0.0,2168,15866,2168,15866,0.4,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,55,0,0
50,Buendía,Emiliano,Buendía Stati,MID,Aston Villa,AVL,5.4,-0.1,-0.1,389,4379,389,4379,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,54,-1,-1
51,Iling Jr,Samuel,Iling-Junior,MID,Aston Villa,AVL,5.5,0.0,0.0,145,486,145,486,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,55,0,0
53,Malen,Donyell,Malen,MID,Aston Villa,AVL,5.4,-0.1,-0.1,4635,41153,4635,41153,1.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,54,-1,-1
54,McGinn,John,McGinn,MID,Aston Villa,AVL,5.5,0.0,0.0,7340,8893,7340,8893,0.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,55,0,0
55,Barkley,Ross,Barkley,MID,Aston Villa,AVL,5.0,0.0,0.0,82,2567,82,2567,0.1,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,50,0,0
56,Barrenechea,Enzo,Barrenechea,MID,Aston Villa,AVL,5.0,0.0,0.0,0,9,0,9,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,50,0,0
57,Dobbin,Lewis,Dobbin,MID,Aston Villa,AVL,5.0,0.0,0.0,501,932,501,932,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,50,0,0
58,Kamara,Boubacar,Kamara,MID,Aston Villa,AVL,5.0,0.0,0.0,2661,3084,2661,3084,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,50,0,0
59,Onana,Amadou,Onana,MID,Aston Villa,AVL,5.0,0.0,0.0,33821,20277,33821,20277,1.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,50,0,0
60,Broggio,Ben,Broggio,MID,Aston Villa,AVL,4.5,0.0,0.0,2852,3770,2852,3770,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,45,0,0
61,Dendoncker,Leander,Dendoncker,MID,Aston Villa,AVL,4.5,0.0,0.0,2169,5637,2169,5637,0.3,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,45,0,0
62,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,MID,Aston Villa,AVL,4.5,0.0,0.0,404,655,404,655,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,45,0,0
63,Young,Kadan,Young,MID,Aston Villa,AVL,4.5,0.0,0.0,5763,8592,5763,8592,0.7,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,45,0,0
64,Watkins,Ollie,Watkins,FWD,Aston Villa,AVL,9.0,0.0,0.0,110765,234207,110765,234207,25.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,4,90,0,0
65,Redmond,Zépiqueno,Redmond,FWD,Aston Villa,AVL,4.5,0.0,0.0,9439,10561,9439,10561,0.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,4,45,0,0
677,Guessand,Evann,Guessand,MID,Aston Villa,AVL,6.5,0.0,0.0,324,1675,324,1675,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,3,65,0,0
688,Wright,James,Wright,GK,Aston Villa,AVL,4.0,0.0,0.0,10629,1290,10629,1290,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,2,1,40,0,0
183,Weiss,Max,Weiß,GK,Burnley,BUR,4.5,0.0,0.0,570,1725,570,1725,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,1,45,0,0
184,Green,Etienne,Green,GK,Burnley,BUR,4.0,0.0,0.0,2081,2103,2081,2103,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,1,40,0,0
185,Hladký,Václav,Hladký,GK,Burnley,BUR,4.0,0.0,0.0,651,1191,651,1191,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,1,40,0,0
186,Roberts,Connor,Roberts,DEF,Burnley,BUR,4.5,0.0,0.0,380,1190,380,1190,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,45,0,0
187,Walker,Kyle,Walker,DEF,Burnley,BUR,4.5,0.0,0.0,13246,17196,13246,17196,1.9,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,45,0,0
188,Delcroix,Hannes,Delcroix,DEF,Burnley,BUR,4.0,0.0,0.0,1011,2702,1011,2702,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
189,Dodgson,Owen,Dodgson,DEF,Burnley,BUR,4.0,0.0,0.0,0,766,0,766,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
190,Ekdal,Hjalmar,Ekdal,DEF,Burnley,BUR,4.0,0.0,0.0,3805,2066,3805,2066,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
191,Estève,Maxime,Estève,DEF,Burnley,BUR,4.0,0.0,0.0,68402,70397,68402,70397,19.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
192,Hartman,Quilindschy,Hartman,DEF,Burnley,BUR,4.0,0.0,0.0,5338,3734,5338,3734,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
193,Humphreys,Bashir,Humphreys,DEF,Burnley,BUR,4.0,0.0,0.0,103,922,103,922,0.1,d,25.0,25.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
194,Jordan,Jordan,Beyer,DEF,Burnley,BUR,4.0,0.0,0.0,510,1597,510,1597,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
195,Lucas Pires,Lucas,Pires Silva,DEF,Burnley,BUR,4.0,0.0,0.0,254,1434,254,1434,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
196,Sambo,Shurandy,Sambo,DEF,Burnley,BUR,4.0,0.0,0.0,202,1745,202,1745,0.1,u,0.0,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
197,Sonne,Oliver,Sonne,DEF,Burnley,BUR,4.0,0.0,0.0,1277,1152,1277,1152,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
198,Tuanzebe,Axel,Tuanzebe,DEF,Burnley,BUR,4.0,0.0,0.0,3028,18077,3028,18077,2.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
199,Worrall,Joe,Worrall,DEF,Burnley,BUR,4.0,0.0,0.0,294,1262,294,1262,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,2,40,0,0
200,Anthony,Jaidon,Anthony,MID,Burnley,BUR,5.5,0.0,0.0,1724,1540,1724,1540,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,55,0,0
201,Benson,Manuel,Benson Hedilazio,MID,Burnley,BUR,5.5,0.0,0.0,102,381,102,381,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,55,0,0
202,Bruun Larsen,Jacob,Bruun Larsen,MID,Burnley,BUR,5.5,0.0,0.0,190,651,190,651,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,55,0,0
203,Boateng,Enock,Agyei,MID,Burnley,BUR,5.0,0.0,0.0,221,801,221,801,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
204,Churlinov,Darko,Churlinov,MID,Burnley,BUR,5.0,0.0,0.0,39,330,39,330,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
205,Cullen,Josh,Cullen,MID,Burnley,BUR,5.0,0.0,0.0,2401,807,2401,807,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
206,Edwards,Marcus,Edwards,MID,Burnley,BUR,5.0,0.0,0.0,243,1304,243,1304,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
207,Hannibal,Hannibal,Mejbri,MID,Burnley,BUR,5.0,0.0,0.0,777,1690,777,1690,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
208,Koleosho,Luca,Koleosho,MID,Burnley,BUR,5.0,0.0,0.0,61,532,61,532,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
209,Laurent,Josh,Laurent,MID,Burnley,BUR,5.0,0.0,0.0,165,320,165,320,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
210,Tchaouna,Loum,Tchaouna,MID,Burnley,BUR,5.0,0.0,0.0,43,320,43,320,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
211,A.Ramsey,Aaron,Ramsey,MID,Burnley,BUR,4.5,0.0,0.0,30457,87443,30457,87443,9.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,45,0,0
212,Adewumi,Oluwaseun,Adewumi,MID,Burnley,BUR,4.5,0.0,0.0,0,917,0,917,0.0,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,45,0,0
213,Banel,Jaydon,Banel,MID,Burnley,BUR,4.5,0.0,0.0,206,451,206,451,0.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,45,0,0
214,Trésor,Mike,Trésor Ndayishimiye,MID,Burnley,BUR,4.5,0.0,0.0,364,867,364,867,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,45,0,0
215,Flemming,Zian,Flemming,FWD,Burnley,BUR,5.5,0.0,0.0,1541,2602,1541,2602,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,55,0,0
216,Amdouni,Zeki,Amdouni,FWD,Burnley,BUR,5.0,0.0,0.0,123,1716,123,1716,0.0,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,50,0,0
217,Foster,Lyle,Foster,FWD,Burnley,BUR,5.0,0.0,0.0,17940,8032,17940,8032,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,50,0,0
218,Barnes,Ashley,Barnes,FWD,Burnley,BUR,4.5,0.0,0.0,10520,22875,10520,22875,2.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,45,0,0
219,Obafemi,Michael,Obafemi,FWD,Burnley,BUR,4.5,0.0,0.0,1917,3992,1917,3992,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,45,0,0
470,Dúbravka,Martin,Dúbravka,GK,Burnley,BUR,4.0,0.0,0.0,118132,36103,118132,36103,34.6,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,1,40,0,0
676,Ugochukwu,Lesley,Ugochukwu,MID,Burnley,BUR,5.0,0.0,0.0,226,530,226,530,0.0,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,3,50,0,0
680,Broja,Armando,Broja,FWD,Burnley,BUR,5.5,0.0,0.0,2166,3511,2166,3511,0.2,a,100.0,100.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,3,4,55,0,0
66,Neto,Norberto,Murara Neto,GK,Bournemouth,BOU,4.5,0.0,0.0,0,5576,0,5576,0.2,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,1,45,0,0
67,Petrović,Đorđe,Petrović,GK,Bournemouth,BOU,4.5,0.0,0.0,46470,20174,46470,20174,3.6,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,1,45,0,0
68,Dennis,Will,Dennis,GK,Bournemouth,BOU,4.0,0.0,0.0,6722,4233,6722,4233,1.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,1,40,0,0
69,McKenna,Callan,McKenna,GK,Bournemouth,BOU,4.0,0.0,0.0,902,905,902,905,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,1,40,0,0
70,Paulsen,Alex,Paulsen,GK,Bournemouth,BOU,4.0,0.0,0.0,646,679,646,679,0.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,1,40,0,0
71,Zabarnyi,Illia,Zabarnyi,DEF,Bournemouth,BOU,5.0,0.0,0.0,0,4508,0,4508,0.1,u,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,50,0,0
72,Senesi,Marcos,Senesi Barón,DEF,Bournemouth,BOU,4.5,0.0,0.0,35280,8455,35280,8455,1.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,45,0,0
73,Smith,Adam,Smith,DEF,Bournemouth,BOU,4.5,0.0,0.0,9017,2791,9017,2791,0.4,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,45,0,0
74,Truffert,Adrien,Truffert,DEF,Bournemouth,BOU,4.5,0.0,0.0,28676,8046,28676,8046,1.0,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,45,0,0
75,Akinmboni,Matai,Akinmboni,DEF,Bournemouth,BOU,4.0,0.0,0.0,1812,2494,1812,2494,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
76,Bevan,Owen,Bevan,DEF,Bournemouth,BOU,4.0,0.0,0.0,595,1491,595,1491,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
77,Hill,James,Hill,DEF,Bournemouth,BOU,4.0,0.0,0.0,9241,6351,9241,6351,0.8,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
78,J.Araujo,Julián,Araujo Zúñiga,DEF,Bournemouth,BOU,4.0,0.0,0.0,6044,10213,6044,10213,1.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
79,Mepham,Chris,Mepham,DEF,Bournemouth,BOU,4.0,0.0,0.0,539,1577,539,1577,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
80,Soler,Julio,Soler Barreto,DEF,Bournemouth,BOU,4.0,0.0,0.0,1143,2221,1143,2221,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,2,40,0,0
81,Kluivert,Justin,Kluivert,MID,Bournemouth,BOU,7.0,0.0,0.0,281,32486,281,32486,0.6,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,70,0,0
82,Semenyo,Antoine,Semenyo,MID,Bournemouth,BOU,7.1,0.1,0.1,701341,38755,701341,38755,14.1,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,71,1,1
84,Tavernier,Marcus,Tavernier,MID,Bournemouth,BOU,5.5,0.0,0.0,18008,6745,18008,6745,0.5,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,55,0,0
85,Adams,Tyler,Adams,MID,Bournemouth,BOU,5.0,0.0,0.0,6046,3650,6046,3650,0.3,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,50,0,0
86,Brooks,David,Brooks,MID,Bournemouth,BOU,5.0,0.0,0.0,9287,2891,9287,2891,0.2,a,,,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,50,0,0
87,Christie,Ryan,Christie,MID,Bournemouth,BOU,5.0,0.0,0.0,67,2140,67,2140,0.1,i,0.0,0.0,1,2025-08-15T17:30:00Z,2025-08-21T23:26:27Z,4,3,50,0,0
