element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
175,Knight,Joe Knight,Joe,Knight,MID,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
176,Mazilu,Adrian Mazilu,Adrian,Mazilu,MID,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
177,Moran,Andrew Moran,Andrew,Moran,MID,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
178,Welbeck,Danny Welbeck,Danny,Welbeck,FWD,,Brighton,,21,1,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.6,2.0,0.5,0.0,0.0,0.0,0.24,6.5,3.8,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.29,0.0,0.0,0.0,0.24,0.0
179,Ferguson,Evan Ferguson,Evan,Ferguson,FWD,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
180,Tzimas,Stefanos Tzimas,Stefanos,Tzimas,FWD,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
181,Kostoulas,Charalampos Kostoulas,Charalampos,Kostoulas,FWD,,Brighton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
182,Trafford,James Trafford,James,Trafford,GK,,Man City,,90,7,0,0,1,0,0,0,0,0,0,3,0,31,28.8,0.0,0.0,2.9,0.0,0.0,0.0,0.56,5.0,2.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,7.0,3.0,0.0,0.0,0.56,0.0
183,Weiss,Max Weiß,Max,Weiß,GK,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
184,Green,Etienne Green,Etienne,Green,GK,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
185,Hladký,Václav Hladký,Václav,Hladký,GK,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
186,Roberts,Connor Roberts,Connor,Roberts,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
187,Walker,Kyle Walker,Kyle,Walker,DEF,,Burnley,,90,1,0,0,0,3,0,0,0,0,0,0,0,-3,8.2,0.9,1.0,1.0,0.01,0.02,0.03,2.32,4.5,1.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.02,0.01,2.32,0.03
188,Delcroix,Hannes Delcroix,Hannes,Delcroix,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
189,Dodgson,Owen Dodgson,Owen,Dodgson,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
190,Ekdal,Hjalmar Ekdal,Hjalmar,Ekdal,DEF,,Burnley,,90,1,0,0,0,3,0,0,0,0,0,0,0,-5,9.8,0.5,8.0,1.8,0.0,0.0,0.0,2.32,4.0,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.0,0.0,2.32,0.0
191,Estève,Maxime Estève,Maxime,Estève,DEF,,Burnley,,90,1,0,0,0,3,0,0,0,0,0,0,0,0,19.4,0.5,17.0,3.7,0.05,0.0,0.05,2.32,4.0,19.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.0,0.05,2.32,0.05
192,Hartman,Quilindschy Hartman,Quilindschy,Hartman,DEF,,Burnley,,90,1,0,0,0,3,0,0,0,0,0,0,0,-2,13.4,11.7,2.0,2.7,0.0,0.04,0.04,2.32,4.0,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.04,0.0,2.32,0.04
193,Humphreys,Bashir Humphreys,Bashir,Humphreys,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,d,25.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
194,Jordan,Jordan Beyer,Jordan,Beyer,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
195,Lucas Pires,Lucas Pires Silva,Lucas,Pires Silva,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
196,Sambo,Shurandy Sambo,Shurandy,Sambo,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
197,Sonne,Oliver Sonne,Oliver,Sonne,DEF,,Burnley,,73,1,0,0,0,3,0,0,0,0,0,0,0,-4,4.6,15.9,6.0,2.7,0.03,0.08,0.11,2.09,4.0,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.23,0.0,0.08,0.03,2.09,0.11
198,Tuanzebe,Axel Tuanzebe,Axel,Tuanzebe,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
199,Worrall,Joe Worrall,Joe,Worrall,DEF,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
200,Anthony,Jaidon Anthony,Jaidon,Anthony,MID,,Burnley,,84,2,0,0,0,3,0,0,0,0,0,0,0,9,7.0,26.2,32.0,6.5,0.44,0.36,0.8,2.32,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.14,0.0,0.36,0.44,2.32,0.8
201,Benson,Manuel Benson Hedilazio,Manuel,Benson Hedilazio,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
202,Bruun Larsen,Jacob Bruun Larsen,Jacob,Bruun Larsen,MID,,Burnley,,27,1,0,0,0,1,0,0,0,0,0,0,0,2,3.6,0.7,8.0,1.2,0.0,0.01,0.01,0.91,5.5,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.33,0.0,0.01,0.0,0.91,0.01
203,Boateng,Enock Agyei,Enock,Agyei,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
204,Churlinov,Darko Churlinov,Darko,Churlinov,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
205,Cullen,Josh Cullen,Josh,Cullen,MID,,Burnley,,90,4,0,0,0,3,0,0,0,0,0,0,0,21,23.8,59.4,0.0,8.3,0.0,0.28,0.28,2.32,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.0,0.0,0.28,0.0,2.32,0.28
206,Edwards,Marcus Edwards,Marcus,Edwards,MID,,Burnley,,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,18.0,0.0,0.0,0.0,0.0,0.0
207,Hannibal,Hannibal Mejbri,Hannibal,Mejbri,MID,,Burnley,,62,2,0,0,0,2,0,0,0,0,0,0,0,8,0.0,1.7,5.0,0.6,0.03,0.01,0.04,1.41,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.9,0.0,0.01,0.03,1.41,0.04
208,Koleosho,Luca Koleosho,Luca,Koleosho,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
209,Laurent,Josh Laurent,Josh,Laurent,MID,,Burnley,,62,2,0,0,0,2,0,0,0,0,0,0,0,11,10.6,11.2,20.0,4.2,0.11,0.13,0.24,1.41,5.0,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.9,0.0,0.13,0.11,1.41,0.24
210,Tchaouna,Loum Tchaouna,Loum,Tchaouna,MID,,Burnley,,16,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.8,0.0,0.4,0.0,0.01,0.01,0.23,5.0,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.62,0.0,0.01,0.0,0.23,0.01
211,A.Ramsey,Aaron Ramsey,Aaron,Ramsey,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
212,Adewumi,Oluwaseun Adewumi,Oluwaseun,Adewumi,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
213,Banel,Jaydon Banel,Jaydon,Banel,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
214,Trésor,Mike Trésor Ndayishimiye,Mike,Trésor Ndayishimiye,MID,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
215,Flemming,Zian Flemming,Zian,Flemming,FWD,,Burnley,,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.62,0.0,0.0,0.0,0.23,0.0
216,Amdouni,Zeki Amdouni,Zeki,Amdouni,FWD,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
217,Foster,Lyle Foster,Lyle,Foster,FWD,,Burnley,,73,2,0,0,0,3,0,0,0,0,0,0,0,6,4.8,22.7,10.0,3.8,0.22,0.04,0.26,2.09,5.0,0.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.47,0.0,0.04,0.22,2.09,0.26
218,Barnes,Ashley Barnes,Ashley,Barnes,FWD,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
219,Obafemi,Michael Obafemi,Michael,Obafemi,FWD,,Burnley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
220,Sánchez,Robert Lynch Sánchez,Robert,Lynch Sánchez,GK,,Chelsea,,90,8,0,0,1,0,0,0,0,0,0,4,1,31,24.4,0.0,0.0,2.4,0.0,0.0,0.0,0.66,5.0,25.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,4.0,0.0,0.0,0.66,0.0
221,Jörgensen,Filip Jörgensen,Filip,Jörgensen,GK,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
222,Penders,Mike Penders,Mike,Penders,GK,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
223,Slonina,Gabriel Słonina,Gabriel,Słonina,GK,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
224,Cucurella,Marc Cucurella Saseta,Marc,Cucurella Saseta,DEF,,Chelsea,,90,8,0,0,1,0,0,0,0,0,0,0,2,34,11.6,15.8,13.0,4.0,0.11,0.1,0.21,0.66,6.0,21.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,0.0,0.1,0.11,0.66,0.21
225,James,Reece James,Reece,James,DEF,,Chelsea,,78,5,0,0,1,0,0,0,0,1,0,0,0,29,17.0,46.6,0.0,6.4,0.0,0.19,0.19,0.61,5.5,5.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.77,0.0,0.19,0.0,0.61,0.19
226,Chalobah,Trevoh Chalobah,Trevoh,Chalobah,DEF,,Chelsea,,90,6,0,0,1,0,0,0,0,0,0,0,0,25,21.4,4.9,4.0,3.0,0.09,0.03,0.12,0.66,5.0,1.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.03,0.09,0.66,0.12
227,Colwill,Levi Samuels Colwill,Levi,Samuels Colwill,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
228,Gusto,Malo Gusto,Malo,Gusto,DEF,,Chelsea,,11,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.3,1.0,0.2,0.02,0.0,0.02,0.05,5.0,1.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.18,0.0,0.0,0.02,0.05,0.02
229,B.Badiashile,Benoît Badiashile Mukinayi,Benoît,Badiashile Mukinayi,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
230,Fofana,Wesley Fofana,Wesley,Fofana,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
231,M.Sarr,Mamadou Sarr,Mamadou,Sarr,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
232,Tosin,Tosin Adarabioyo,Tosin,Adarabioyo,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.1,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
233,Acheampong,Josh Acheampong,Josh,Acheampong,DEF,,Chelsea,,90,9,0,0,1,0,0,0,0,0,0,0,3,35,16.2,2.3,10.0,2.9,0.09,0.01,0.1,0.66,4.0,2.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.01,0.09,0.66,0.1
234,Anselmino,Aarón Anselmino,Aarón,Anselmino,DEF,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
235,Palmer,Cole Palmer,Cole,Palmer,MID,,Chelsea,,90,3,0,0,1,0,0,0,0,0,0,0,0,10,4.8,16.9,23.0,4.5,0.17,0.03,0.2,0.66,10.5,59.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.03,0.17,0.66,0.2
236,Neto,Pedro Lomba Neto,Pedro,Lomba Neto,MID,,Chelsea,,90,3,0,0,1,0,0,0,0,0,0,0,0,18,13.8,37.7,10.0,6.2,0.03,0.36,0.39,0.66,7.0,3.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.36,0.03,0.66,0.39
237,Enzo,Enzo Fernández,Enzo,Fernández,MID,,Chelsea,,78,3,0,0,1,0,0,0,0,0,0,0,0,11,3.6,16.5,2.0,2.2,0.0,0.1,0.1,0.61,6.5,3.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.46,0.0,0.1,0.0,0.61,0.1
238,Estêvão,Estêvão Almeida de Oliveira Gonçalves,Estêvão,Almeida de Oliveira Gonçalves,MID,,Chelsea,,36,0,0,0,0,0,0,0,0,1,0,0,0,-3,1.2,4.9,8.0,1.4,0.34,0.37,0.71,0.07,6.5,1.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.37,0.34,0.07,0.71
239,Gittens,Jamie Bynoe-Gittens,Jamie,Bynoe-Gittens,MID,,Chelsea,,53,1,0,0,0,0,0,0,0,0,0,0,0,2,7.2,22.8,8.0,3.8,0.07,0.07,0.14,0.59,6.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.7,0.0,0.07,0.07,0.59,0.14
240,Nkunku,Christopher Nkunku,Christopher,Nkunku,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
241,Caicedo,Moisés Caicedo Corozo,Moisés,Caicedo Corozo,MID,,Chelsea,,90,5,0,0,1,0,0,0,0,0,0,0,0,18,31.2,3.9,2.0,3.7,0.04,0.04,0.08,0.66,5.5,5.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.04,0.04,0.66,0.08
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,Kiernan,Dewsbury-Hall,MID,,Everton,,90,2,0,0,0,1,0,0,0,0,0,0,0,15,12.6,27.4,2.0,4.2,0.0,0.24,0.24,2.07,5.0,4.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.24,0.0,2.07,0.24
243,George,Tyrique George,Tyrique,George,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
244,Lavia,Roméo Lavia,Roméo,Lavia,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
245,Mudryk,Mykhailo Mudryk,Mykhailo,Mudryk,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,s,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
246,Andrey Santos,Andrey Nascimento dos Santos,Andrey,Nascimento dos Santos,MID,,Chelsea,,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.3,21.0,2.2,0.31,0.0,0.31,0.05,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.18,0.0,0.0,0.31,0.05,0.31
247,D.Essugo,Dário Luís Essugo,Dário,Luís Essugo,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
248,Paez,Kendry Páez Andrade,Kendry,Páez Andrade,MID,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
249,João Pedro,João Pedro Junqueira de Jesus,João Pedro,Junqueira de Jesus,FWD,,Chelsea,,72,2,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.1,16.0,1.9,0.28,0.02,0.3,0.6,7.5,52.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.5,0.0,0.02,0.28,0.6,0.3
250,Delap,Liam Delap,Liam,Delap,FWD,,Chelsea,,17,1,0,0,0,0,0,0,0,0,0,0,0,4,5.4,1.3,19.0,2.6,0.05,0.01,0.06,0.05,6.5,3.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.29,0.0,0.01,0.05,0.05,0.06
251,N.Jackson,Nicolas Jackson,Nicolas,Jackson,FWD,,Chelsea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.2,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
252,Marc Guiu,Marc Guiu Paz,Marc,Guiu Paz,FWD,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,19.6,a,100.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
253,Henderson,Dean Henderson,Dean,Henderson,GK,,Crystal Palace,,90,6,0,0,1,0,0,0,0,0,0,2,0,27,22.4,10.0,0.0,3.2,0.0,0.0,0.0,1.6,5.0,7.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,2.0,0.0,0.0,1.6,0.0
254,Benitez,Walter Benítez,Walter,Benítez,GK,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
255,Matthews,Remi Matthews,Remi,Matthews,GK,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
256,Muñoz,Daniel Muñoz Mejía,Daniel,Muñoz Mejía,DEF,,Crystal Palace,,90,5,0,0,1,0,0,0,0,1,0,0,0,17,10.0,0.4,6.0,1.6,0.05,0.0,0.05,1.6,5.5,8.6,a,,1,0.0,0.0,2025-08-22T01:26:46Z,5.0,0.0,0.0,0.05,1.6,0.05
257,Lacroix,Maxence Lacroix,Maxence,Lacroix,DEF,,Crystal Palace,,90,8,0,0,1,0,0,0,0,0,0,0,0,25,30.8,0.1,0.0,3.1,0.0,0.0,0.0,1.6,5.0,1.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,8.0,0.0,0.0,0.0,1.6,0.0
258,Mitchell,Tyrick Mitchell,Tyrick,Mitchell,DEF,,Crystal Palace,,90,9,0,0,1,0,0,0,0,0,0,0,1,31,26.0,0.3,0.0,2.6,0.0,0.0,0.0,1.6,5.0,1.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.0,0.0,1.6,0.0
259,Sosa,Borna Sosa,Borna,Sosa,DEF,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
260,Guéhi,Marc Guéhi,Marc,Guéhi,DEF,,Crystal Palace,,90,6,0,0,1,0,0,0,0,0,0,0,0,22,13.8,10.0,2.0,2.6,0.0,0.0,0.0,1.6,4.5,13.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.0,0.0,1.6,0.0
261,Richards,Chris Richards,Chris,Richards,DEF,,Crystal Palace,,90,6,0,0,1,0,0,0,0,0,0,0,0,24,21.8,0.0,4.0,2.6,0.08,0.01,0.09,1.6,4.5,1.5,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.01,0.08,1.6,0.09
262,Chadi Riad,Chadi Riad Dnanou,Chadi,Riad Dnanou,DEF,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
263,Clyne,Nathaniel Clyne,Nathaniel,Clyne,DEF,,Crystal Palace,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
