element,web_name,name,first_name,second_name,position,team,team_name,team_short,minutes,total_points,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price_m,selected_by_percent,status,chance_of_playing_next_round,apps,assists_per90,goals_scored_per90,last_updated_utc,points_per90,saves_per90,xa,xg,xgc,xgi
532,Hume,Trai Hume,Trai,Hume,DEF,,Sunderland,,90,6,0,0,1,0,0,0,0,0,0,0,0,27,15.2,15.8,2.0,3.3,0.0,0.09,0.09,0.56,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.09,0.0,0.56,0.09
533,Alese,Aji Alese,Aji,Alese,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
534,Anderson,Joe Anderson,Joe,Anderson,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
535,Cirkin,Dennis Cirkin,Dennis,Cirkin,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
536,Hjelde,Leo Fuhr Hjelde,Leo Fuhr,Hjelde,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
537,Huggins,Niall Huggins,Niall,Huggins,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
538,Johnson,Zak Johnson,Zak,Johnson,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
539,O'Nien,Luke O'Nien,Luke,O'Nien,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
540,Pembele,Timothée Pembélé,Timothée,Pembélé,DEF,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
541,Reinildo,Reinildo Mandava,Reinildo,Mandava,DEF,,Sunderland,,90,6,0,0,1,0,0,0,0,0,0,0,0,27,13.6,2.5,0.0,1.6,0.0,0.0,0.0,0.56,4.0,8.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.0,0.0,0.56,0.0
542,Seelt,Jenson Seelt,Jenson,Seelt,DEF,,Sunderland,,52,1,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.6,0.0,1.6,0.0,0.0,0.0,0.33,4.0,0.3,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,1.73,0.0,0.0,0.0,0.33,0.0
543,Adingra,Simon Adingra,Simon,Adingra,MID,,Sunderland,,75,6,0,1,1,0,0,0,0,0,0,0,0,8,0.0,14.5,6.0,2.0,0.14,0.02,0.16,0.33,5.5,1.9,a,,1,1.2,0.0,2025-08-22T01:26:46Z,7.2,0.0,0.02,0.14,0.33,0.16
544,Diarra,Habib Diarra,Habib,Diarra,MID,,Sunderland,,90,3,0,0,1,0,0,0,0,0,0,0,0,4,7.0,2.8,20.0,3.0,0.23,0.01,0.24,0.56,5.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.01,0.23,0.56,0.24
545,Roberts,Patrick Roberts,Patrick,Roberts,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
546,Aleksić,Milan Aleksić,Milan,Aleksić,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
547,E.Le Fée,Enzo Le Fée,Enzo,Le Fée,MID,,Sunderland,,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.3,0.0,0.4,0.0,0.0,0.0,0.23,5.0,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.43,0.0,0.0,0.0,0.23,0.0
548,Mundle,Romaine Mundle,Romaine,Mundle,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
549,Neil,Dan Neil,Dan,Neil,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
550,Poveda,Ian Poveda-Ocampo,Ian,Poveda-Ocampo,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
551,Rigg,Chris Rigg,Chris,Rigg,MID,,Sunderland,,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,90.0,0.0,0.0,0.0,0.03,0.0
552,Sadiki,Noah Sadiki,Noah,Sadiki,MID,,Sunderland,,90,3,0,0,1,0,0,0,0,0,0,0,0,6,11.0,3.8,0.0,1.5,0.0,0.01,0.01,0.56,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.0,0.0,0.01,0.0,0.56,0.01
553,Talbi,Chemsdine Talbi,Chemsdine,Talbi,MID,,Sunderland,,90,6,0,1,1,0,0,0,0,0,0,0,0,17,20.8,18.4,2.0,4.1,0.0,0.01,0.01,0.53,5.0,0.3,a,,1,1.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.01,0.0,0.53,0.01
554,Ba,Abdoullah Ba,Abdoullah,Ba,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
555,Browne,Alan Browne,Alan,Browne,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
556,Ekwah,Pierre Ekwah Elimby,Pierre,Ekwah Elimby,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
557,H.Jones,Harrison Jones,Harrison,Jones,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
558,Matete,Jay Matete,Jay,Matete,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
559,Triantis,Nectarios Triantis,Nectarios,Triantis,MID,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
560,Isidor,Wilson Isidor,Wilson,Isidor,FWD,,Sunderland,,14,5,1,0,0,0,0,0,0,0,0,0,0,29,34.2,0.1,17.0,5.1,0.04,0.0,0.04,0.23,5.5,0.3,a,,1,0.0,6.429,2025-08-22T01:26:46Z,32.14,0.0,0.0,0.04,0.23,0.04
561,Mayenda,Eliezer Mayenda Dossou,Eliezer,Mayenda Dossou,FWD,,Sunderland,,75,8,1,0,1,0,0,0,0,0,0,0,2,37,34.0,11.3,26.0,7.1,0.09,0.0,0.09,0.33,5.5,1.8,a,,1,0.0,1.2,2025-08-22T01:26:46Z,9.6,0.0,0.0,0.09,0.33,0.09
562,Abdullahi,Ahmed Abdullahi,Ahmed,Abdullahi,FWD,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.6,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
563,Luís Hemir,Luís Hemir Silva Semedo,Luís Hemir,Silva Semedo,FWD,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
564,Rusyn,Nazarii Rusyn,Nazarii,Rusyn,FWD,,Sunderland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
565,Vicario,Guglielmo Vicario,Guglielmo,Vicario,GK,,Spurs,,90,9,0,0,1,0,0,0,0,0,0,4,2,36,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.94,5.0,4.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,4.0,0.0,0.0,0.94,0.0
566,Austin,Brandon Austin,Brandon,Austin,GK,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
567,Kinsky,Antonín Kinský,Antonín,Kinský,GK,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
568,Pedro Porro,Pedro Porro Sauceda,Pedro,Porro Sauceda,DEF,,Spurs,,90,6,0,0,1,0,0,0,0,0,0,0,0,26,21.2,42.8,1.0,6.5,0.02,0.26,0.28,0.94,5.5,22.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.26,0.02,0.94,0.28
569,Romero,Cristian Romero,Cristian,Romero,DEF,,Spurs,,90,6,0,0,1,0,0,0,0,0,0,0,0,22,18.0,1.4,6.0,2.5,0.0,0.02,0.02,0.94,5.0,3.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.02,0.0,0.94,0.02
570,Danso,Kevin Danso,Kevin,Danso,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
571,Davies,Ben Davies,Ben,Davies,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
572,Dragusin,Radu Drăgușin,Radu,Drăgușin,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
573,Spence,Djed Spence,Djed,Spence,DEF,,Spurs,,90,6,0,0,1,0,0,0,0,0,0,0,0,26,10.0,5.8,22.0,3.8,0.18,0.07,0.25,0.94,4.5,1.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.07,0.18,0.94,0.25
574,Udogie,Destiny Udogie,Destiny,Udogie,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.6,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
575,Van de Ven,Micky van de Ven,Micky,van de Ven,DEF,,Spurs,,90,6,0,0,1,0,0,0,0,0,0,0,0,27,11.6,1.0,14.0,2.7,0.59,0.01,0.6,0.94,4.5,27.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.01,0.59,0.94,0.6
576,Phillips,Ashley Phillips,Ashley,Phillips,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
577,Takai,Takai Kōta,Takai,Kōta,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,d,25.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
578,Vuskovic,Luka Vušković,Luka,Vušković,DEF,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
579,Son,Son Heung-min,Son,Heung-min,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.2,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
580,Johnson,Brennan Johnson,Brennan,Johnson,MID,,Spurs,,79,8,1,0,1,0,0,0,0,0,0,0,0,30,40.4,27.1,20.0,8.8,0.5,0.06,0.56,0.94,7.0,3.0,a,,1,0.0,1.139,2025-08-22T01:26:46Z,9.11,0.0,0.06,0.5,0.94,0.56
581,Maddison,James Maddison,James,Maddison,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
582,Kudus,Mohammed Kudus,Mohammed,Kudus,MID,,Spurs,,84,10,0,2,1,0,0,0,0,0,0,0,1,35,45.4,74.0,11.0,13.0,0.06,0.58,0.64,0.94,6.5,27.6,a,,1,2.143,0.0,2025-08-22T01:26:46Z,10.71,0.0,0.58,0.06,0.94,0.64
583,Kulusevski,Dejan Kulusevski,Dejan,Kulusevski,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
584,Tel,Mathys Tel,Mathys,Tel,MID,,Spurs,,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,18.0,0.0,0.0,0.0,0.0,0.0
585,Bentancur,Rodrigo Bentancur,Rodrigo,Bentancur,MID,,Spurs,,19,1,0,0,0,0,0,0,0,0,0,0,0,5,4.8,0.8,0.0,0.6,0.0,0.0,0.0,0.04,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.74,0.0,0.0,0.0,0.04,0.0
586,Bergvall,Lucas Bergvall,Lucas,Bergvall,MID,,Spurs,,79,3,0,0,1,0,0,0,0,0,0,0,0,13,10.4,3.3,33.0,4.7,0.12,0.01,0.13,0.94,5.5,0.2,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.42,0.0,0.01,0.12,0.94,0.13
587,Bissouma,Yves Bissouma,Yves,Bissouma,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
588,Odobert,Wilson Odobert,Wilson,Odobert,MID,,Spurs,,10,1,0,0,0,0,0,0,0,0,0,0,0,4,2.2,10.5,0.0,1.3,0.0,0.01,0.01,0.0,5.5,0.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,9.0,0.0,0.01,0.0,0.0,0.01
589,Solomon,Manor Solomon,Manor,Solomon,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,d,25.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
590,Bryan,Bryan Gil Salvatierra,Bryan,Gil Salvatierra,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
591,Gray,Archie Gray,Archie,Gray,MID,,Spurs,,70,3,0,0,1,0,0,0,0,0,0,0,0,13,3.6,3.0,2.0,0.9,0.0,0.05,0.05,0.89,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,3.86,0.0,0.05,0.0,0.89,0.05
592,Moore,Mikey Moore,Mikey,Moore,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
593,P.M.Sarr,Pape Matar Sarr,Pape Matar,Sarr,MID,,Spurs,,90,6,0,1,1,0,0,0,0,0,0,0,0,29,33.2,18.7,2.0,5.4,0.0,0.22,0.22,0.94,5.0,2.8,a,,1,1.0,0.0,2025-08-22T01:26:46Z,6.0,0.0,0.22,0.0,0.94,0.22
594,Min-hyeok,Yang Min-hyeok,Yang,Min-hyeok,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
595,Olusesi,Callum Olusesi,Callum,Olusesi,MID,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
596,Solanke,Dominic Solanke-Mitchell,Dominic,Solanke-Mitchell,FWD,,Spurs,,19,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,6.0,0.8,0.08,0.0,0.08,0.04,7.4,3.8,a,100.0,1,0.0,0.0,2025-08-22T01:26:46Z,4.74,0.0,0.0,0.08,0.04,0.08
597,Richarlison,Richarlison de Andrade,Richarlison,de Andrade,FWD,,Spurs,,71,13,2,0,1,0,0,0,0,0,0,0,3,61,73.6,0.5,80.0,15.4,0.78,0.01,0.79,0.89,6.5,6.1,a,,1,0.0,2.535,2025-08-22T01:26:46Z,16.48,0.0,0.01,0.78,0.89,0.79
598,Lankshear,Will Lankshear,Will,Lankshear,FWD,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
599,Scarlett,Dane Scarlett,Dane,Scarlett,FWD,,Spurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.8,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
600,Areola,Alphonse Areola,Alphonse,Areola,GK,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
601,Foderingham,Wes Foderingham,Wes,Foderingham,GK,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
602,Hegyi,Krisztián Hegyi,Krisztián,Hegyi,GK,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.3,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
603,Diouf,El Hadji Malick Diouf,El Hadji Malick,Diouf,DEF,,West Ham,,90,1,0,0,0,3,0,0,0,0,0,0,0,4,10.8,30.7,10.0,5.2,0.16,0.07,0.23,0.68,4.5,6.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.07,0.16,0.68,0.23
604,Emerson,Emerson Palmieri dos Santos,Emerson,Palmieri dos Santos,DEF,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
605,Kilman,Maximilian Kilman,Maximilian,Kilman,DEF,,West Ham,,90,0,0,0,0,3,0,0,0,1,0,0,0,4,27.2,16.2,0.0,4.3,0.0,0.03,0.03,0.68,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,0.0,0.0,0.03,0.0,0.68,0.03
606,Mavropanos,Konstantinos Mavropanos,Konstantinos,Mavropanos,DEF,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
607,N.Aguerd,Nayef Aguerd,Nayef,Aguerd,DEF,,West Ham,,90,1,0,0,0,3,0,0,0,0,0,0,0,1,14.6,3.0,0.0,1.8,0.0,0.02,0.02,0.68,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.02,0.0,0.68,0.02
608,Scarles,Ollie Scarles,Ollie,Scarles,DEF,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
609,Todibo,Jean-Clair Todibo,Jean-Clair,Todibo,DEF,,West Ham,,81,1,0,0,0,2,0,0,0,0,0,0,0,9,19.8,3.1,0.0,2.3,0.0,0.01,0.01,0.64,4.5,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.11,0.0,0.01,0.0,0.64,0.01
610,Wan-Bissaka,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,DEF,,West Ham,,90,1,0,0,0,3,0,0,0,0,0,0,0,9,17.8,24.7,8.0,5.1,0.0,0.07,0.07,0.68,4.5,22.0,a,,1,0.0,0.0,2025-08-22T01:26:46Z,1.0,0.0,0.07,0.0,0.68,0.07
611,Casey,Kaelan Casey,Kaelan,Casey,DEF,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,u,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
612,L.Paquetá,Lucas Tolentino Coelho de Lima,Lucas,Tolentino Coelho de Lima,MID,,West Ham,,90,2,0,0,0,3,0,0,0,0,0,0,0,11,5.8,14.2,4.0,2.4,0.0,0.08,0.08,0.68,5.9,0.9,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.0,0.0,0.08,0.0,0.68,0.08
613,Souček,Tomáš Souček,Tomáš,Souček,MID,,West Ham,,19,1,0,0,0,2,0,0,0,0,0,0,0,4,4.2,1.3,19.0,2.5,0.07,0.0,0.07,0.08,5.9,0.7,a,,1,0.0,0.0,2025-08-22T01:26:46Z,4.74,0.0,0.0,0.07,0.08,0.07
614,Ward-Prowse,James Ward-Prowse,James,Ward-Prowse,MID,,West Ham,,70,2,0,0,0,1,0,0,0,0,0,0,0,13,5.8,15.2,2.0,2.3,0.0,0.02,0.02,0.6,6.0,0.4,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.57,0.0,0.02,0.0,0.6,0.02
615,Summerville,Crysencio Summerville,Crysencio,Summerville,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
616,Álvarez,Edson Álvarez Velázquez,Edson,Álvarez Velázquez,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
617,Cornet,Maxwel Cornet,Maxwel,Cornet,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,a,,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
618,G.Rodriguez,Guido Rodríguez,Guido,Rodríguez,MID,,West Ham,,70,2,0,0,0,1,0,0,0,0,0,0,0,11,2.2,2.3,2.0,0.7,0.03,0.03,0.06,0.6,5.0,0.1,a,,1,0.0,0.0,2025-08-22T01:26:46Z,2.57,0.0,0.03,0.03,0.6,0.06
619,L.Guilherme,Luis Guilherme Lira dos Santos,Luis Guilherme,Lira dos Santos,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
620,Earthy,George Earthy,George,Earthy,MID,,West Ham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,i,0.0,0,,,2025-08-22T01:26:46Z,,,0.0,0.0,0.0,0.0
621,Irving,Andy Irving,Andy,Irving,MID,,West Ham,,8,1,0,0,0,1,0,0,0,0,0,0,0,6,4.4,14.8,0.0,1.9,0.0,0.06,0.06,0.04,4.5,0.3,a,,1,0.0,0.0,2025-08-22T01:26:46Z,11.25,0.0,0.06,0.0,0.04,0.06
